唯一編碼,來源系統,來源系統縮寫,文件原系統頁面URL,題名,檔案類型,書卷名,類目階層,原始時間記錄,西元年,起始時間,結束時間,相關人員,相關組織,關鍵詞,摘要/全文,,機場標籤,會議主席,提案議員,相關議員,機關,相關機關
003-09-02OA-67-6-2-00-01601,公報,,,,,,會議/臺灣省議會/第九屆/第二次定期大會/-,1990-10-15 ~ 1990-10-15,,,,,,空運機場,近半年來報刊雜誌經常報導有關日本一位女大學生到臺灣旅行，結果失縱的新聞，請教對本案如何處理？請教警政署單位的預算與省府有何關係？最近屏東有位隸屬保安總隊的警員發生不幸，到現在已有半年多，不了解其主管單位的保二都未表示關心或助力處理善後，不知對本案的看法如何？犯罪率與警員的多寡與人口數比但可能成正比，過去對於警員破案的部分有所謂破格升級情況，是否建議在未來如果警力不足，可以比照過去破格升級的方式，調比較優秀的警員到警力不足的地區服務？到底省政府是監督地方政府還是協調地方政府？縣市政府如果做錯了事情有人想要請示省政府，是省要進行裁示呢?還是要不斷的協調？協調到地方政府點頭為止？有關嘉義縣民雄鄉五穀王廟的改選方案，過去六屆成立以來都已經照往例選舉，一樣的組織規程，一樣的選舉方式，為什麼六屆以前所選舉的跟現在選舉的又不一樣？如果宣布這次無效的話，是否等於過去六次所選舉的都無效？各地省立醫院的設備、病房都相當的破舊，請對省立醫院的換修工作應該有一套的計畫出來，希望趕快進行；嘉義省立醫院設備比較老舊，是否有計畫要遷移？目前恆春醫院的醫師尚缺多少，醫療水準如何？屏東縣土地編訂與土地計畫的檢討；有關屏東市過去的空運機場航道變更問題；有關高雄市大都會區鄰近鄉鎮（市）的交通問題；目前臺灣省公設的智障教養所有幾所？床位有多少？且臺灣智障人口約有多少？私立教養所的醫療費和公立的差別為何？申請智障病患需具備何條件？殘障患者有否低收入與非低收入之別？（聯合質詢）,,,,,,,
003-09-09OA-74-6-3-00-00666,公報,,,,,,會議/臺灣省議會/第九屆/第九次定期大會/-,1994-03-30 ~ 1994-03-30,,,,,,中正機場,議員張蔡美質詢：在第八屆的附帶決議曾經做過絕對不准省府官員列席立法備詢，如果省府官員去了，我們大會如何處理，尤其是星期一在交通委員會中還有堅決的附帶決議，請問，如果有人去了要如何處理；像華航出了這麼大的紕漏，上個星期才去中正機場檢查消防設備、安全設備，份內的事不去管好，卻管到我們這邊來，他們明明是在爭權；關於國稅局宣導活動，我們都要配合宣導，費用都由我們在出，借用我們的辦法廳舍，結果什麼都不必出，要他們買我們的土地，不要問用我們的廳舍，另外房屋稅與地價稅都分住宅用一般用，但稅務人員是有意或無意的疏忽，常將住宅與一般用的地價弄錯，對於逾收的金額，請列一張表給我；關於老人年金問題，如果發放的標準，不論貧都一樣的一樣，我覺得不合理；各市財政不一樣，不要讓各縣市各自為政，老人年金就成為選舉時候選人的籌碼；另外，有關全民健保問題，經費部分我覺得應由中央來補助；關於收鎮長稅，是由建商建屋裡面課稅問題；公賣局烈酒原料進口需關驗收，一有原籿進口貴局應快要求海關驗收才是，回收空瓶需清洗消毒過程應嚴密控制；議員賴誠吉質詢：中油公司營稅要改為分交制，也就他們要回饋地方，依照各縣市附加價值來分交方式，公賣局也要如此才對；現在中央與我們都斤斤計較錢，像前天交通委員會審議預算時，既立法院交通委員會一定按鍾處長列席，如果沒有去就不審，杯葛臺灣省的交通補助款；七行庫一年繳營業稅約有一百六十多億元，如果有這些錢就不必由中央補助；本會還要做決議，如果工廠在臺省，公司也要設在省，否則不讓工廠營業；地價稅單上通常只寫幾筆土 可是有時電腦人員會打錯，本席建議稅單上附明細表；關於六十五年時，第一期公共設施用地取得很多地，裏面有很多八公石左右道路，這是非宿舍巷道部分，現在百姓使用政府的要繳使用費 ，而政府現在使用百姓的土地，是否可以要使用費；關於臺中酒廠遷址目前工程進行如何與目前啤酒製造廠有哪幾家，供應的情況如何；議員郭榮振質詢：華航昨天出了一個這麼大不幸災難，我請立法院的交通委員會好好管管中央所管轄的交通業務，不要管到省，省有省的職掌，而我們省也有所因應，第一：財政廳積極要回中央所占的少有土地；第二、請財政廳所有所屬單位在臺北設的全部遷回臺灣少，為了業務需要，公司不一定要搬回，戶籍登記在臺灣省；第三、桃園、臺北縣尤其新竹以北，公司在臺北市、工廠在臺灣省的馬上清查，工廠廠房面積有五百坪以上的做個清查。,,,,,,,
003-09-02OA-68-6-7-00-00305,公報,,,,,,會議/臺灣省議會/第九屆/第二次定期大會/-,1991-01-23 ~ 1991-01-23,,,,,,花蓮機場,議員陳建年質詢：臺東地處邊陲，往花蓮將近二百公里，往高雄也將近二百公里，交通的不方便，連帶影響臺東、花蓮的教育、醫療、經濟及各項建設，目前的交通建設先以什麼做為導向？據臺灣時報報導，嚴處長發表聲明：「新中橫快速路比新南橫公路重要，所以新中橫快速路列入六年國建計畫，因新南橫公路未具功效，所以也就沒有列入六年國建計畫。」所謂的新南橫公路，是不是目前我們積極爭取新南橫高速路？還是交通處所規劃的新南橫公路？有關新南橫高速路，現在是不是己經定案了？南迴鐵路是不是在今年十月二十五日就可以全線通車？臺東中華大橋，即將順利完成，春節前暫行通車可以嗎？東河鄉到富里的東富公路是省道中最慢鋪柏油路面的，到底什麼時候可以完成？第三工務段表示人力缺乏，人力不足就增加人力啊！這點有沒有困難？臺十一線是不是能夠在春節前全面鋪設柏油路？臺二十線南橫公路在一八二K的隧道入口正在施工，那地方常常發生坍方，地方工程單位認為要延長一百公尺至三百公尺，希望能追加預算來延長以達到一勞永逸；關於公車購買要採國際標或國內標曾有一番的爭執，當時本席建議做了一個附帶決議，就是南迴公路路況比較特殊，應該使用特殊結構的車子，有沒有把我的意見列為購車的條件之一？在一百輛當中有幾輛是特殊結構的，可以行駛南迴公路的？關於東部的百姓要到臺中、彰化要繞道臺北、高雄，這些乘客在地方座談屢次提到配票的問題一直未見改善，有關臺鐵的改善計畫，西部電氣化之後，舊的東西就拿到東部來，臺灣就這麼小，如果再這麼劃分，繁榮的地方越繁榮，落後的地方越落後，所以希望多偏愛東部的百姓如何？瑞源一個小站一天只有二班次停靠，希望多增加班次；議員楊仁福質詢：請教臺汽公司，幾百輛新車子，有幾輛是分配到花蓮？有關鐵路局臺聯客車招標的事，是不是有一部分的車廂噪音很大，離合約的標準相差很大，其次為何會在另外川崎、東崎那一帶裝卸？價格到底差別在那裡？請教嚴處長，北宜高速公路開闢到蘇澳，是否改為北花高速公路，希望延伸到花蓮，而且南北同時動工，否則不知何年何月才能完工？最近有那些會議在交通部需要我們去參與的呢？能否在六年國建計畫內定案完成呢？中橫快速公路這件事，有沒有在六年國建裡面；新中橫公路玉里─玉山線路段，當時因受少數權人士主觀錯估，過於偏重景觀，生態而阻擾擱置，希望儘速規劃復建，目前太魯閣及玉山公園管理處均已同意促成復建事宜，希望貴局更能主動進行規劃辦理，以期早日復健，平服民心；環島高速公路，花東的高速路線確定了沒有？到現在總是還在評估之中，這個案有沒有在六年國建計畫裡面？建請政府在花蓮機場設置中正機場海關分關，並在花蓮辦理入出境手續，以配合產業東移政策發展需求；議員曾華德質詢：目前各縣市除了市區外的那路段最擁擠？屏東到高雄的路段擁擠的情形很嚴重，請問有無改善方案？交通單位對山地的建設，到目前為止，最滿意的建設是什麼？目前為止，三十個山地鄉的連貫道路已經規劃完成，這條道路的完成名稱的定位在那裡？屬何種類的道路？連貫道路是定位在省縣或鄉道？再做規劃支線道路配佈到全省山地各鄉村各社區的道路可不可以？郵局是不是屬於交通處？目前全省山地鄉鎮每一鄉都有一郵政代辦處，但郵政代辦處的工作只是賣郵票，存提款的工作，是否能在各村設立郵政代辦處，以便利民&#34886;洽辦有關郵政各種工作，並且採多項式服務，可不可以？請教旅遊局，高雄縣茂林鄉你有沒有去過？南投縣的仁愛鄉呢？這兩地區，目前收費站的門票收入是縣政府所設置的門票收入就歸縣政府，這樣做合不合理？建議旅遊局馬上查明狀況，將收費的收入交予鄉公所來接管，好不好？山地輔導投資申請開發觀光事業成功的案子有沒有？這部分最近有人會提出申請，希望旅遊局也能充分來配合，讓這事業有一開創性，帶動其他有意開發自己土地的原居住居民，可不可以？,,,,,,,
tlcda-236-003-09-09OA-75-6-8-00-00628,臺灣省議會;地方議會議事錄,tlcda,https://journal.th.gov.tw/query.php?act=reference&view=003-09-09OA-75-6-8-00-00628,為配合亞太營運中心目標，及南部國際機場規劃，建議將臺南機場遷至臺南縣七股鄉以利臺南縣繁榮富裕,公報,臺灣省議會公報第75卷全冊,公報/質詢/總質詢/總目,9999-00-00~9999-00-00,9999,9999-00-00,9999-00-00,方醫良,臺灣省政府,,為配合亞太營運中心目標，及南部國際機場規劃，建議將臺南機場遷至臺南縣七股鄉以利臺南縣繁榮富裕,,,,方醫良,,臺灣省政府,
tlcda-236-003-10-02OA-78-6-7-00-02211,臺灣省議會;地方議會議事錄,tlcda,https://journal.th.gov.tw/query.php?act=reference&view=003-10-02OA-78-6-7-00-02211,一、運輸系統重疊、工程延宕概況。二、臺中、南投地區快速道路進度。三、南投機場規劃建設時程。四、集鹿、祖祠大橋之工程。五、交通標誌有否依照工程手冊規定。六、南投境內觀光設施品質提升。,公報,臺灣省議會公報第78卷中冊,公報/質詢/交通/總目,1995/12/1~1995/12/1,1995,1995-12-01,1995-12-01,王世勛;陳啟吉,臺灣省政府交通處;公路局;旅遊事業管理局,,一、運輸系統重疊、工程延宕概況。二、臺中、南投地區快速道路進度。三、南投機場規劃建設時程。四、集鹿、祖祠大橋之工程。五、交通標誌有否依照工程手冊規定。六、南投境內觀光設施品質提升。,,,王世勛,陳啟吉,,臺灣省政府交通處;公路局;旅遊事業管理局,
tlcda-236-003-10-03OA-80-6-8-00-00802,臺灣省議會;地方議會議事錄,tlcda,https://journal.th.gov.tw/query.php?act=reference&view=003-10-03OA-80-6-8-00-00802,有關中部國際機場興建地點案。,公報,臺灣省議會公報第80卷上冊,公報/質詢/總質詢/總目,9999-00-00~9999-00-00,9999,9999-00-00,9999-00-00,邱茂男;林宗男;王兆釧;張學舜,臺灣省政府,,有關中部國際機場興建地點案。,,,,邱茂男;林宗男;王兆釧;張學舜,,臺灣省政府,
tlcda-236-003-10-04OA-80-6-7-00-01044,臺灣省議會;地方議會議事錄,tlcda,https://journal.th.gov.tw/query.php?act=reference&view=003-10-04OA-80-6-7-00-01044,南投縣觀光事業規畫及中興機場規劃的問題。,公報,臺灣省議會公報第80卷上冊,公報/質詢/交通/總目,1996/11/7~1996/11/7,1996,1996-11-07,1996-11-07,趙良燕;林宗男,臺灣省政府交通處;旅遊事業管理局,,南投縣觀光事業規畫及中興機場規劃的問題。,,,趙良燕,林宗男,,臺灣省政府交通處;旅遊事業管理局,
tlcda-236-003-10-07OA-84-6-8-00-01510,臺灣省議會;地方議會議事錄,tlcda,https://journal.th.gov.tw/query.php?act=reference&view=003-10-07OA-84-6-8-00-01510,有關臺北市至桃園中正機場興建捷運工程問題。,公報,臺灣省議會公報第84卷上冊,公報/質詢/總質詢/總目,9999-00-00~9999-00-00,9999,9999-00-00,9999-00-00,陳進祥,,,有關臺北市至桃園中正機場興建捷運工程問題。,,,,陳進祥,,,
tlcda-236-003-10-08EA-80-6-7-00-00664,臺灣省議會;地方議會議事錄,tlcda,https://journal.th.gov.tw/query.php?act=reference&view=003-10-08EA-80-6-7-00-00664,一、臺中國際機場興建問題。二、臺中鐵路地下化問題。三、臺中捷運系統問題及臺中港問題。四、審議都市計畫住宅區設置旅舍的問題。五、森林遊樂園區的設置規定。六、交通處和公路局所承建之工程低落問題討論。七、鐵路局臺北大樓產權問題。八、烏日的道路拓寬問題、烏日外環島規劃、一二七線拓寬計畫表。九、釣魚臺問題。十、通勤電聯車何時可以全部交車。十一、臺鐵民營化計畫。十二、自動售票機問題。十三、烏日生活圈都市計畫問題。十四、臺中市道路交通轉問站與臺中市政府交涉結果。,公報,臺灣省議會公報第80卷上冊,公報/質詢/交通/總目,1996/10/4~1996/10/4,1996,1996-10-04,1996-10-04,曾蔡美佐;郭榮振;陳榮盛;賴誠吉;邱創良,臺灣省政府交通處;公路局;臺灣鐵路管理局;旅遊事業管理局;臺灣航業股份有限公司,,一、臺中國際機場興建問題。二、臺中鐵路地下化問題。三、臺中捷運系統問題及臺中港問題。四、審議都市計畫住宅區設置旅舍的問題。五、森林遊樂園區的設置規定。六、交通處和公路局所承建之工程低落問題討論。七、鐵路局臺北大樓產權問題。八、烏日的道路拓寬問題、烏日外環島規劃、一二七線拓寬計畫表。九、釣魚臺問題。十、通勤電聯車何時可以全部交車。十一、臺鐵民營化計畫。十二、自動售票機問題。十三、烏日生活圈都市計畫問題。十四、臺中市道路交通轉問站與臺中市政府交涉結果。,,,曾蔡美佐,郭榮振;陳榮盛;賴誠吉;邱創良,,臺灣省政府交通處;公路局;臺灣鐵路管理局;旅遊事業管理局;臺灣航業股份有限公司,
tlcda-236-006c-16-11-000000-6145,臺中市議會;地方議會議事錄,tlcda,https://journal.th.gov.tw/query.php?act=reference&view=006c-16-11-000000-6145,,議事錄,臺中市議會第16屆第1次臨時會議事錄,第十六屆第一次臨時會/水湳機場規劃專案報告,9999-00-00~9999-00-00,9999,9999-00-00,9999-00-00,,,,,,,,,,,
tlcda-236-007c-09-21-000000-0033,臺中縣議會;地方議會議事錄,tlcda,https://tlcj.th.gov.tw/meta.php?id=09-002-13EA-01-0043,討論議員提案、人民請願案、專案小組報告、臨時動議,議事錄,臺中縣議會第九屆第13次臨時大會,四;討論事項,1981-00-00~1981-00-00,1981,1981-00-00,1981-00-00,,,,討論議員提案、人民請願案、專案小組報告、臨時動議,,,,,,,
tlcda-236-007c-14-12-000000-0032,臺中縣議會;地方議會議事錄,tlcda,https://tlcj.th.gov.tw/meta.php?id=14-001-06OA-01-0270,縣政總質詢(八十九年十一月二日)-蘇麗華、張愛卻、詹敏豐、張滄沂、林汝洲、陳芳隆議員聯合質詢、廖述鎮議員質詢,議事錄,臺中縣議會第十四屆第06次定期大會,五;口頭質詢,2000-00-00~2000-00-00,2000,2000-00-00,2000-00-00,,,,縣政總質詢(八十九年十一月二日)-蘇麗華、張愛卻、詹敏豐、張滄沂、林汝洲、陳芳隆議員聯合質詢、廖述鎮議員質詢,,,,,,,
tlcda-236-007c-14-12-000000-0129,臺中縣議會;地方議會議事錄,tlcda,https://tlcj.th.gov.tw/meta.php?id=14-001-06OA-01-1280,附臺中縣政府答復議員口頭質詢表,議事錄,臺中縣議會第十四屆第06次定期大會,五;口頭質詢,2000-00-00~2000-00-00,2000,2000-00-00,2000-00-00,,,,附臺中縣政府答復議員口頭質詢表,,,,,,,
tlcda-236-007c-15-06-000000-0227,臺中縣議會;地方議會議事錄,tlcda,https://tlcj.th.gov.tw/meta.php?id=15-001-03OA-01-1956,附臺中縣政府書面答復議員口頭質詢表,議事錄,臺中縣議會第十五屆第03次定期大會,四;口頭質詢,2003-00-00~2003-00-00,2003,2003-00-00,2003-00-00,,,,附臺中縣政府書面答復議員口頭質詢表,,,,,,,
tlcda-236-007c-15-10-000000-0035,臺中縣議會;地方議會議事錄,tlcda,https://tlcj.th.gov.tw/meta.php?id=15-001-05OA-01-0095,報告縣政府來函、蔡主任秘書文雄奉大會主席張議長指示提報為、報告休會期間人民請願案處理情形、縣長報告上次會議決議案處理情形、縣長施政總報告、縣規章案第一讀會(第一次會議),議事錄,臺中縣議會第十五屆第05次定期大會,二;報告事項,2004-00-00~2004-00-00,2004,2004-00-00,2004-00-00,,,,報告縣政府來函、蔡主任秘書文雄奉大會主席張議長指示提報為、報告休會期間人民請願案處理情形、縣長報告上次會議決議案處理情形、縣長施政總報告、縣規章案第一讀會(第一次會議),,,,,,,
tlcda-236-007c-16-06-000000-0117,臺中縣議會;地方議會議事錄,tlcda,https://tlcj.th.gov.tw/meta.php?id=16-001-03OA-01-0866,縣政總質詢(第八次會議-96年6月1日)何端格、尤碧鈴、羅永珍議員聯合質詢(高瓊華、蔡黃金雀、林碧秀、楊永昌議員質詢)‧李榮鴻、張溢城、王年杉議員聯合質詢(蕭進益、楊永昌、李麗華議員質詢)‧,議事錄,臺中縣議會第十六屆第03次定期大會,四;口頭質詢,2007-00-00~2007-00-00,2007,2007-00-00,2007-00-00,,,,縣政總質詢(第八次會議-96年6月1日)何端格、尤碧鈴、羅永珍議員聯合質詢(高瓊華、蔡黃金雀、林碧秀、楊永昌議員質詢)‧李榮鴻、張溢城、王年杉議員聯合質詢(蕭進益、楊永昌、李麗華議員質詢)‧,,,,,,,
tlcda-236-009c-09-03-060800-0170,臺南縣議會;地方議會議事錄,tlcda,https://journal.th.gov.tw/query.php?act=reference&view=009c-09-03-060800-0170,議員卓文信質詢：統籌分配額其分配如何計算、歸仁軍用機場興建問題,議事錄,臺南縣議會第九屆第三次定期大會第五、六次臨時會議事錄,質詢(含口頭質詢;書面質詢)/總質詢/-,1979/5/15~1979/5/15,1979,1979-05-15,1979-05-15,戴再生;卓文信,臺南縣政府：縣長：楊寶發；臺南縣政府建設局：局長：李日和,,議員卓文信質詢：統籌分配額其分配如何計算、歸仁軍用機場興建問題,,,戴再生,卓文信,,臺南縣政府：縣長：楊寶發；臺南縣政府建設局：局長：李日和,
tlcda-236-009c-14-01-060800-0070,臺南縣議會;地方議會議事錄,tlcda,https://journal.th.gov.tw/query.php?act=reference&view=009c-14-01-060800-0070,議員周賜海質詢：臺南機場興建案,議事錄,臺南縣議會第十四屆第一次定期大會第一、二、三次臨時會議事錄,質詢(含口頭質詢;書面質詢)/總質詢/-,1998/5/12~1998/5/12,1998,1998-05-12,1998-05-12,周五六;周賜海,臺南縣政府：縣長：陳唐山，臺南縣政府環保局：局長：李穆生，臺南縣政府建設局：局長：吳秋田,,議員周賜海質詢：臺南機場興建案,,,周五六,周賜海,,臺南縣政府：縣長：陳唐山，臺南縣政府環保局：局長：李穆生，臺南縣政府建設局：局長：吳秋田,
tlcda-236-009c-14-02-050602-0349,臺南縣議會;地方議會議事錄,tlcda,https://journal.th.gov.tw/query.php?act=reference&view=009c-14-02-050602-0349,請准予先行墊付南部國際機場興建營運計畫可行性評估企劃費八九〇萬元，以便爭取七股國際機場之設置。,議事錄,臺南縣議會第十四屆第二次定期大會第四、五次臨時會議事錄,提案/決議案(含執行情形)/財政,1998/9/4~1998/9/11,1998,1998-09-04,1998-09-11,,臺南縣政府,,請准予先行墊付南部國際機場興建營運計畫可行性評估企劃費八九〇萬元，以便爭取七股國際機場之設置。,,,,,,臺南縣政府,
tlcda-236-010d-05-08-000000-0052,高雄市合併前直轄市議會;地方議會議事錄,tlcda,https://tlcj.th.gov.tw/meta.php?id=51693-134487,,議事錄,合併前直轄市議會第五屆第四次定期大會,質詢/市政總質詢,########~########,####,########0&,#######0,楊敏郎,高雄市政府新建工程處,,,,,,楊敏郎,,高雄市政府新建工程處,
tlcda-236-010d-05-08-000000-0053,高雄市合併前直轄市議會;地方議會議事錄,tlcda,https://tlcj.th.gov.tw/meta.php?id=51693-134488,,議事錄,合併前直轄市議會第五屆第四次定期大會,質詢/市政總質詢,########~########,####,########0&,#######0,楊敏郎,高雄市政府新建工程處,,,,,,楊敏郎,,高雄市政府新建工程處,
tlcda-236-010d-05-18-000000-0006,高雄市合併前直轄市議會;地方議會議事錄,tlcda,https://tlcj.th.gov.tw/meta.php?id=55662-142453,,議事錄,合併前直轄市議會第五屆第七次定期大會,質詢/都委會報告後質詢,2002/4/23~2002/4/23,2002,2002-04-23,2002-04-23,周鍾,都市計劃委員會,,,,,,周鍾,,都市計劃委員會,
tlcda-236-010d-05-18-000000-0007,高雄市合併前直轄市議會;地方議會議事錄,tlcda,https://tlcj.th.gov.tw/meta.php?id=55662-142454,,議事錄,合併前直轄市議會第五屆第七次定期大會,質詢/都委會報告後質詢,2002/4/23~2002/4/23,2002,2002-04-23,2002-04-23,周鍾,都市計劃委員會,,,,,,周鍾,,都市計劃委員會,
tlcda-236-010d-05-18-000000-0225,高雄市合併前直轄市議會;地方議會議事錄,tlcda,https://tlcj.th.gov.tw/meta.php?id=54974-141243,,議事錄,合併前直轄市議會第五屆第七次定期大會,質詢/工務部門質詢,2002/4/18~2002/4/18,2002,2002-04-18,2002-04-18,黃芳仁,高雄市政府工務局,,,,,,黃芳仁,,高雄市政府工務局,
tlcda-236-010d-05-18-000000-0226,高雄市合併前直轄市議會;地方議會議事錄,tlcda,https://tlcj.th.gov.tw/meta.php?id=54974-141244,,議事錄,合併前直轄市議會第五屆第七次定期大會,質詢/工務部門質詢,2002/4/18~2002/4/18,2002,2002-04-18,2002-04-18,黃芳仁,高雄市政府工務局,,,,,,黃芳仁,,高雄市政府工務局,
tlcda-236-010d-06-01-000000-0176,高雄市合併前直轄市議會;地方議會議事錄,tlcda,https://tlcj.th.gov.tw/meta.php?id=8707-15809,,議事錄,合併前直轄市議會第六屆第一次定期大會,質詢/市政總質詢,2003/5/20~2003/5/20,2003,2003-05-20,2003-05-20,黃芳仁,高雄市政府,,,,,,黃芳仁,,高雄市政府,
tlcda-236-010d-06-01-000000-0177,高雄市合併前直轄市議會;地方議會議事錄,tlcda,https://tlcj.th.gov.tw/meta.php?id=8707-15810,,議事錄,合併前直轄市議會第六屆第一次定期大會,質詢/市政總質詢,2003/5/20~2003/5/20,2003,2003-05-20,2003-05-20,黃芳仁,高雄市政府,,,,,,黃芳仁,,高雄市政府,
tlcda-236-010d-06-19-000000-0042,高雄市合併前直轄市議會;地方議會議事錄,tlcda,https://tlcj.th.gov.tw/meta.php?id=5675-9237,,議事錄,合併前直轄市議會第六屆第三次定期大會,質詢/都委會報告後質詢,2004/5/17~2004/5/17,2004,2004-05-17,2004-05-17,周玲妏,都市計劃委員會,,,,,,周玲妏,,都市計劃委員會,
tlcda-236-010d-06-19-000000-0043,高雄市合併前直轄市議會;地方議會議事錄,tlcda,https://tlcj.th.gov.tw/meta.php?id=5675-9238,,議事錄,合併前直轄市議會第六屆第三次定期大會,質詢/都委會報告後質詢,2004/5/17~2004/5/17,2004,2004-05-17,2004-05-17,周玲妏,都市計劃委員會,,,,,,周玲妏,,都市計劃委員會,
tlcda-236-010d-06-19-000000-0475,高雄市合併前直轄市議會;地方議會議事錄,tlcda,https://tlcj.th.gov.tw/meta.php?id=5902-10037,,議事錄,合併前直轄市議會第六屆第三次定期大會,質詢/工務部門質詢,2004/5/13~2004/5/13,2004,2004-05-13,2004-05-13,葉津鈴,都市發展局,,,,,,葉津鈴,,都市發展局,
tlcda-236-010d-06-19-000000-0476,高雄市合併前直轄市議會;地方議會議事錄,tlcda,https://tlcj.th.gov.tw/meta.php?id=5902-10038,,議事錄,合併前直轄市議會第六屆第三次定期大會,質詢/工務部門質詢,2004/5/13~2004/5/13,2004,2004-05-13,2004-05-13,林壽山,高雄市政府地政處,,,,,,林壽山,,高雄市政府地政處,
tlcda-236-010d-06-19-000000-0477,高雄市合併前直轄市議會;地方議會議事錄,tlcda,https://tlcj.th.gov.tw/meta.php?id=5902-10039,,議事錄,合併前直轄市議會第六屆第三次定期大會,質詢/工務部門質詢,2004/5/13~2004/5/13,2004,2004-05-13,2004-05-13,林壽山,高雄市政府工務局,,,,,,林壽山,,高雄市政府工務局,
tlcda-236-010d-06-19-000000-0478,高雄市合併前直轄市議會;地方議會議事錄,tlcda,https://tlcj.th.gov.tw/meta.php?id=5902-10040,,議事錄,合併前直轄市議會第六屆第三次定期大會,質詢/工務部門質詢,2004/5/13~2004/5/13,2004,2004-05-13,2004-05-13,葉津鈴,都市發展局,,,,,,葉津鈴,,都市發展局,
tlcda-236-010d-06-19-000000-0479,高雄市合併前直轄市議會;地方議會議事錄,tlcda,https://tlcj.th.gov.tw/meta.php?id=5902-10041,,議事錄,合併前直轄市議會第六屆第三次定期大會,質詢/工務部門質詢,2004/5/13~2004/5/13,2004,2004-05-13,2004-05-13,林壽山,高雄市政府地政處,,,,,,林壽山,,高雄市政府地政處,
tlcda-236-010d-06-19-000000-0480,高雄市合併前直轄市議會;地方議會議事錄,tlcda,https://tlcj.th.gov.tw/meta.php?id=5902-10042,,議事錄,合併前直轄市議會第六屆第三次定期大會,質詢/工務部門質詢,2004/5/13~2004/5/13,2004,2004-05-13,2004-05-13,林壽山,高雄市政府工務局,,,,,,林壽山,,高雄市政府工務局,
tlcda-236-010d-06-24-000000-0341,高雄市合併前直轄市議會;地方議會議事錄,tlcda,https://tlcj.th.gov.tw/meta.php?id=15465-34129,,議事錄,合併前直轄市議會第六屆第五次定期大會,質詢/市政總質詢,2005/6/8~2005/6/8,2005,2005-06-08,2005-06-08,蔡武男,都市發展局,,,,,,蔡武男,,都市發展局,
tlcda-236-010d-06-24-000000-0342,高雄市合併前直轄市議會;地方議會議事錄,tlcda,https://tlcj.th.gov.tw/meta.php?id=15465-34130,,議事錄,合併前直轄市議會第六屆第五次定期大會,質詢/市政總質詢,2005/6/8~2005/6/8,2005,2005-06-08,2005-06-08,蔡武男,高雄市政府,,,,,,蔡武男,,高雄市政府,
tlcda-236-010d-06-24-000000-0343,高雄市合併前直轄市議會;地方議會議事錄,tlcda,https://tlcj.th.gov.tw/meta.php?id=15465-34131,,議事錄,合併前直轄市議會第六屆第五次定期大會,質詢/市政總質詢,2005/6/8~2005/6/8,2005,2005-06-08,2005-06-08,蔡武男,都市發展局,,,,,,蔡武男,,都市發展局,
tlcda-236-010d-06-24-000000-0344,高雄市合併前直轄市議會;地方議會議事錄,tlcda,https://tlcj.th.gov.tw/meta.php?id=15465-34132,,議事錄,合併前直轄市議會第六屆第五次定期大會,質詢/市政總質詢,2005/6/8~2005/6/8,2005,2005-06-08,2005-06-08,蔡武男,高雄市政府,,,,,,蔡武男,,高雄市政府,
tlcda-236-010d-06-24-000000-1102,高雄市合併前直轄市議會;地方議會議事錄,tlcda,https://tlcj.th.gov.tw/meta.php?id=14749-29032,,議事錄,合併前直轄市議會第六屆第五次定期大會,質詢/建設部門質詢,2005/5/12~2005/5/12,2005,2005-05-12,2005-05-12,陳玲俐,高雄市政府交通局,,,,,,陳玲俐,,高雄市政府交通局,
tlcda-236-010d-06-24-000000-1103,高雄市合併前直轄市議會;地方議會議事錄,tlcda,https://tlcj.th.gov.tw/meta.php?id=14749-29033,,議事錄,合併前直轄市議會第六屆第五次定期大會,質詢/建設部門質詢,2005/5/12~2005/5/12,2005,2005-05-12,2005-05-12,陳玲俐,高雄市政府交通局,,,,,,陳玲俐,,高雄市政府交通局,
tlcda-236-010d-06-24-000000-1104,高雄市合併前直轄市議會;地方議會議事錄,tlcda,https://tlcj.th.gov.tw/meta.php?id=14749-29034,,議事錄,合併前直轄市議會第六屆第五次定期大會,質詢/建設部門質詢,2005/5/12~2005/5/12,2005,2005-05-12,2005-05-12,陳玲俐,高雄市政府交通局,,,,,,陳玲俐,,高雄市政府交通局,
tlcda-236-010d-06-24-000000-1105,高雄市合併前直轄市議會;地方議會議事錄,tlcda,https://tlcj.th.gov.tw/meta.php?id=14749-29035,,議事錄,合併前直轄市議會第六屆第五次定期大會,質詢/建設部門質詢,2005/5/12~2005/5/12,2005,2005-05-12,2005-05-12,陳玲俐,高雄市政府交通局,,,,,,陳玲俐,,高雄市政府交通局,
tlcda-236-010d-06-24-000000-1106,高雄市合併前直轄市議會;地方議會議事錄,tlcda,https://tlcj.th.gov.tw/meta.php?id=14749-29036,,議事錄,合併前直轄市議會第六屆第五次定期大會,質詢/建設部門質詢,2005/5/12~2005/5/12,2005,2005-05-12,2005-05-12,陳玲俐,高雄市政府交通局,,,,,,陳玲俐,,高雄市政府交通局,
tlcda-236-010d-06-24-000000-1107,高雄市合併前直轄市議會;地方議會議事錄,tlcda,https://tlcj.th.gov.tw/meta.php?id=14749-29037,,議事錄,合併前直轄市議會第六屆第五次定期大會,質詢/建設部門質詢,2005/5/12~2005/5/12,2005,2005-05-12,2005-05-12,陳玲俐,高雄市政府交通局,,,,,,陳玲俐,,高雄市政府交通局,
